"","Cruise","StationID","SAMPLE_ID","Sample_Name_Final","Location","Depth_m","BottomDepth_m_","Date_yyyy_mm_dd_","Lat_dd_ddddN_","Lon_dd_ddddE_","Transect","Month","Water","Season","Year","Distance_from_glacier","Nut_Sample_ID","Salinity_PSU","NO3_uM","NO2_uM","PO4_uM","NH3_uM","SiO4_uM","Station_SCM","Temp_C","CTD.depth","Dis_O2_Conc","Turbidity_NTU","ChlA_ug_L","N2","rho","iso.NO3_uM","d15N","d15N_stdev","d18O_mean","d18O_stdev","iso_submission_confirmation","mapping.DFG","Glacier_name","Environment.type","mapping.depth","Glacial.status","layer","layer.dfg","upwelling.3"
"93","V2108","SV5","SV5_2","Sverdrup_5_8_2021","Sverdrup Glacier",8,"58","8/16/21","75.76518","-83.27122","Sverdrup_out","August","Marine","Summer",2021,3.582,"SV5_2","32.11025974","1.17","0.05","0.66","0","8.78","7.6411","0.024404503","8","388.4959218","3.126323631","9.754842654","0.000327691","1025.815841","1.17","13.58","-","12.25","-","yes","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","50-635 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"94","V2108","SV7","SV7_1","Sverdrup_7_15_2021","Sverdrup Glacier",15,"18","8/16/21","75.77287","-83.2923","Sverdrup_out","August","Marine","Summer",2021,4.612,"SV7_1","32.37541378","0.07","0","0.42","0","2.64","5.5832","-0.082590103","15","367.1909046","0.96181488","7.736162186","0.000142434","1026.068075","-","-","-","-","-","yes","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"95","V2108","SV7","SV7_2","Sverdrup_7_5_2021","Sverdrup Glacier",5,"18","8/16/21","75.77287","-83.2923","Sverdrup_out","August","Marine","Summer",2021,4.612,"SV7_2","32.03574651","2.06","0.06","0.68","0","8.18","5.5832","0.417565446","5","387.9608853","0.74349286","8.397579144","0.000912964","1025.722141","2.06","10.15","-","3.44","-","yes","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"96","V2208","SV1","SV1_B1","Sverdrup_1_40_2022","Sverdrup Glacier",40,"75","8/23/22","75.74453","-83.23933","Sverdrup-out","August","Marine","Summer",2022,1.319,"V2208_SV1_B_1","32.57025146","6.96","0.08","0.91","0.63","13.37",NA,"-1.246477763","40","331.1177775","2.446187337","0.680781047","0.00012304","1026.389552","6.96","6.97","0.08","2.17","1.11","yes","<3","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"97","V2208","SV1","SV1_2b","Sverdrup_1_15_2022","Sverdrup Glacier",15,"75","8/23/22","75.74453","-83.23933","Sverdrup-out","August","Marine","Summer",2022,1.319,"V2208_SV1_B_2","32.20767403","4.98","0.08","0.78","0.5","11.49",NA,"-0.697680155","15","343.3843002","1.573852539","2.535603841","0.000697114","1025.957862","4.98","7.27","0.24","2.95","0.05","yes","<3","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"98","V2208","SV1","SV1_3_2022","Sverdrup_1_5_2022","Sverdrup Glacier",5,"75","8/23/22","75.74453","-83.23933","Sverdrup-out","August","Marine","Summer",2022,1.319,"V2208_SV1_B_3","31.66976261","2.91","0.04","0.6","0.12","8.7",NA,"-0.152393341","5","345.0737629","3.352905273","2.374488831","0.000243747","1025.453983","2.91","8.45",NA,"5.09",NA,"yes","<3","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"99","V2208","SV4_B","SV4_4","Sverdrup_4_5_2022","Sverdrup Glacier",5,"100","8/23/22","75.76333","-83.24983","Sverdrup-out","August","Marine","Summer",2022,3.106,"V2208_SV4_B_4","31.6773936","2.11","0.04","0.5","0.3","8.44",NA,"-0.050300598","5","350.5258865","1.797688802","3.086868286","0.000186636","1025.45578","2.11","8.23","-","3.92","-","yes","3>x<10","Sverdrup","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","Upwelling, 0-50m","Upwelling, upper 50m, within 5km","Upwelling"
"100","V2108","TA1","TA1_2","Talbot_Inlet_1_20_2021","Talbot Inlet",20,"546","8/7/21","77.82328","-76.83692","Talbot_out","August","Marine","Summer",2021,39.434,"TA1_2","30.89161279","0.03","0","0.38","0","1.94","30.838","-0.108039798","20","413.7987293","0.278283784","1.170200232","0.000708621","1024.894678","-","-","-","-","-","yes",">10","Nares Strait","Nares Strait","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"101","V2108","TA1","TA1_3","Talbot_Inlet_1_5_2021","Talbot Inlet",5,"546","8/7/21","77.82328","-76.83692","Talbot_out","August","Marine","Summer",2021,39.434,"TA1_3","29.49002859","0.13","0","0.35","0","1.27","30.838","0.091771328","5","399.0051319","0.217944521","0.262786287","0.000361999","1023.685263","-","-","-","-","-","no",">10","Nares Strait","Nares Strait","0-50 m","Open Water","No Upwelling, 0-50m","Open Water, upper 50m","Open Water, upper 50m"
"102","V2108","TA5","TA5_2","Talbot_Inlet_5_25_2021","Talbot Inlet",25,"355","8/3/21","77.93053","-78.0727","Talbot_out","August","Marine","Summer",2021,8.47,"TA5_2","31.56428573","0.14","0","0.41","1.15","1.94","40.97","0.576234644","25","407.0905912","0.384313872","0.181901643","0.000299734","1025.429184","-","-","-","-","-","no","3>x<10","Talbot Inlet","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, beyond 5km","Upwelling"
"103","V2108","TA5","TA5_3","Talbot_Inlet_5_5_2021","Talbot Inlet",5,"355","8/3/21","77.93053","-78.0727","Talbot_out","August","Marine","Summer",2021,8.47,"TA5_3","29.56934117","0","0","0.28","0","1.83","40.97","1.002192896","5","381.0019692","1.827121249","0.713943551","0.003204216","1023.708543","-","-","-","-","-","yes","3>x<10","Talbot Inlet","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, beyond 5km","Upwelling"
"104","V2108","TA6","TA6_3","Talbot_Inlet_6_5_2021","Talbot Inlet",5,"464","8/2/21","77.91833","-77.76795","Talbot_out","August","Marine","Summer",2021,15.672,"TA6_3","29.87620684",NA,NA,NA,NA,NA,"39.918","1.254007224","5","393.9724382","1.312406598","0.481198976","0.002298917","1023.941319","-","-","-","-","-",NA,">10","Talbot Inlet","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, beyond 5km","Upwelling"
"105","V2108","TA7","TA7_2","Talbot_Inlet_7_15_2021","Talbot Inlet",15,"404","8/2/21","77.94948","-78.29783","Talbot_out","August","Marine","Summer",2021,3.403,"TA7_2","31.34924307","0.88","0.01","0.43","0.18","2.85","5.559","-0.60208582","15","397.3567469","1.433385702","0.383650148","0.000356125","1025.259003","-","-","-","-","-","yes","3>x<10","Talbot Inlet","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"106","V2108","TA7","TA7_3","Talbot_Inlet_7_5_2021","Talbot Inlet",5,"404","8/2/21","77.94948","-78.29783","Talbot_out","August","Marine","Summer",2021,3.403,"TA7_3","30.09188276","0.28","0.01","0.33","0","3.19","5.559","-0.143421294","5","395.0973791","2.125327502","0.560845137","0.003127189","1024.179682","-","-","-","-","-","yes","3>x<10","Talbot Inlet","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, within 5km","Upwelling"
"107","V2108","TA8","TA8_2","Talbot_Inlet_8_20_2021","Talbot Inlet",20,"207","8/4/21","77.89075","-78.39375","Talbot_out","August","Marine","Summer",2021,5.424,"TA8_2","31.35788188","0.76","0.01","0.45","0","2.75","4.6144","-0.311484678","20","389.5651365","1.258978271","0.398704321","0.000254474","1025.276163","-","-","-","-","-","yes","3>x<10","Talbot Inlet","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, beyond 5km","Upwelling"
"108","V2108","TA8","TA8_3","Talbot_Inlet_8_5_2021","Talbot Inlet",5,"207","8/4/21","77.89075","-78.39375","Talbot_out","August","Marine","Summer",2021,5.424,"TA8_3","29.59714071","1.1","0.03","0.39","0.09","4.6","4.6144","-0.15706425","5","388.3815309","4.127899974","1.869381213","0.00236193","1023.778873","1.1","7.31","-","3.48","-","yes, rerunning","3>x<10","Talbot Inlet","Strongly Tidewater-Glacier-Influenced","0-50 m","Strongly Tidewater-Glacier-Influenced","No Upwelling, 0-50m","No upwelling, upper 50m, beyond 5km","Upwelling"
